Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,FIPS,percent_test_results_reported_positive_last_7_days,community_transmission_level,Distributed,Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
Potter,2022-03-15,3.0,1.9,3153.0,16526.0,18.2,11.2,19079.0,42105.0,8.97,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Schuylkill,2022-03-15,6.0,9.4,34320.0,141359.0,4.2,6.7,24278.6,42107.0,6.03,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Snyder,2022-03-15,0.0,3.0,8082.0,40372.0,0.0,7.4,20018.8,42109.0,4.25,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Somerset,2022-03-15,3.0,2.9,18654.0,73447.0,4.1,3.9,25397.9,42111.0,1.83,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Sullivan,2022-03-15,1.0,0.3,1047.0,6066.0,16.5,4.7,17260.1,42113.0,1.28,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Susquehanna,2022-03-15,10.0,4.6,7698.0,40328.0,24.8,11.3,19088.5,42115.0,5.25,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Tioga,2022-03-15,7.0,3.7,7938.0,40591.0,17.2,9.2,19556.1,42117.0,9.18,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Union,2022-03-15,1.0,2.1,11652.0,44923.0,2.2,4.8,25937.7,42119.0,4.87,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Venango,2022-03-15,2.0,2.7,11216.0,50668.0,3.9,5.4,22136.3,42121.0,3.06,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Warren,2022-03-15,2.0,2.6,7285.0,39191.0,5.1,6.6,18588.5,42123.0,4.92,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Washington,2022-03-15,8.0,15.9,50594.0,206865.0,3.9,7.7,24457.5,42125.0,5.33,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Wayne,2022-03-15,2.0,3.4,10048.0,51361.0,3.9,6.7,19563.5,42127.0,4.37,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Westmoreland,2022-03-15,10.0,16.4,79359.0,348899.0,2.9,4.7,22745.6,42129.0,4.23,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Wyoming,2022-03-15,1.0,1.4,5049.0,26794.0,3.7,5.3,18843.8,42131.0,5.88,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
York,2022-03-15,27.0,18.7,118200.0,449058.0,6.0,4.2,26321.8,42133.0,2.45,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Adams,2022-02-22,7.0,18.1,24432.0,103009.0,6.8,17.6,23718.3,42001.0,8.69,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Allegheny,2022-02-22,203.0,261.0,259831.0,1216045.0,16.7,21.5,21366.9,42003.0,9.61,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Armstrong,2022-02-22,10.0,12.6,15072.0,64735.0,15.4,19.4,23282.6,42005.0,15.01,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Beaver,2022-02-22,23.0,37.7,39581.0,163929.0,14.0,23.0,24145.2,42007.0,11.68,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Bedford,2022-02-22,17.0,14.3,10835.0,47888.0,35.5,29.8,22625.7,42009.0,14.47,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Berks,2022-02-22,37.0,61.4,101381.0,421164.0,8.8,14.6,24071.6,42011.0,10.5,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Blair,2022-02-22,31.0,29.7,29263.0,121829.0,25.4,24.4,24019.7,42013.0,9.3,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Bradford,2022-02-22,18.0,19.7,14765.0,60323.0,29.8,32.7,24476.6,42015.0,10.4,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Bucks,2022-02-22,73.0,95.7,121563.0,628270.0,11.6,15.2,19348.8,42017.0,6.06,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Butler,2022-02-22,18.0,38.9,43919.0,187853.0,9.6,20.7,23379.5,42019.0,10.47,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Cambria,2022-02-22,36.0,40.7,34177.0,130192.0,27.7,31.3,26251.2,42021.0,7.57,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Cameron,2022-02-22,0.0,1.0,807.0,4447.0,0.0,22.5,18147.1,42023.0,11.36,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Carbon,2022-02-22,6.0,8.9,15691.0,64182.0,9.3,13.8,24447.7,42025.0,11.33,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Centre,2022-02-22,41.0,38.6,34616.0,162385.0,25.2,23.8,21317.2,42027.0,7.65,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Chester,2022-02-22,41.0,97.4,90246.0,524989.0,7.8,18.6,17190.1,42029.0,7.48,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Clarion,2022-02-22,5.0,10.9,8134.0,38438.0,13.0,28.2,21161.4,42031.0,11.86,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Clearfield,2022-02-22,24.0,27.4,18951.0,79255.0,30.3,34.6,23911.4,42033.0,10.68,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Clinton,2022-02-22,9.0,9.4,8944.0,38632.0,23.3,24.4,23151.8,42035.0,8.23,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Columbia,2022-02-22,20.0,17.3,14807.0,64964.0,30.8,26.6,22792.6,42037.0,13.81,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Crawford,2022-02-22,16.0,15.6,19585.0,84629.0,18.9,18.4,23142.2,42039.0,18.65,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Cumberland,2022-02-22,66.0,52.1,50270.0,253370.0,26.0,20.6,19840.5,42041.0,10.35,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Dauphin,2022-02-22,37.0,38.3,58522.0,278299.0,13.3,13.8,21028.5,42043.0,9.48,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Delaware,2022-02-22,49.0,68.1,108582.0,566747.0,8.6,12.0,19158.8,42045.0,5.81,substantial,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Elk,2022-02-22,2.0,6.9,7037.0,29910.0,6.7,22.9,23527.2,42047.0,10.07,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Erie,2022-02-22,40.0,57.9,56308.0,269728.0,14.8,21.5,20875.8,42049.0,10.96,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Fayette,2022-02-22,40.0,48.4,30478.0,129274.0,30.9,37.5,23576.3,42051.0,17.73,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Forest,2022-02-22,0.0,1.7,2220.0,7247.0,0.0,23.7,30633.4,42053.0,6.79,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Franklin,2022-02-22,57.0,35.4,39926.0,155027.0,36.8,22.9,25754.2,42055.0,8.28,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Fulton,2022-02-22,8.0,8.4,4064.0,14530.0,55.1,58.0,27969.7,42057.0,18.53,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Greene,2022-02-22,9.0,14.4,8293.0,36233.0,24.8,39.8,22888.0,42059.0,14.75,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Huntingdon,2022-02-22,29.0,15.0,11365.0,45144.0,64.2,33.2,25175.0,42061.0,7.65,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Indiana,2022-02-22,37.0,24.6,17107.0,84073.0,44.0,29.2,20347.8,42063.0,11.06,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Jefferson,2022-02-22,8.0,10.9,8824.0,43425.0,18.4,25.0,20320.1,42065.0,13.31,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Juniata,2022-02-22,4.0,5.6,4722.0,24763.0,16.2,22.5,19068.8,42067.0,9.85,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Lackawanna,2022-02-22,60.0,55.1,42612.0,209674.0,28.6,26.3,20323.0,42069.0,9.89,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Lancaster,2022-02-22,46.0,83.3,119810.0,545724.0,8.4,15.3,21954.3,42071.0,9.23,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Lawrence,2022-02-22,15.0,12.7,18699.0,85512.0,17.5,14.9,21867.1,42073.0,10.15,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Lebanon,2022-02-22,19.0,22.3,36251.0,141793.0,13.4,15.7,25566.1,42075.0,9.74,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Lehigh,2022-02-22,30.0,42.4,88654.0,369318.0,8.1,11.5,24004.8,42077.0,8.47,substantial,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Luzerne,2022-02-22,56.0,74.0,72532.0,317417.0,17.6,23.3,22850.7,42079.0,8.04,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Lycoming,2022-02-22,20.0,22.1,28147.0,113299.0,17.7,19.5,24843.1,42081.0,6.96,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
McKean,2022-02-22,8.0,12.7,8041.0,40625.0,19.7,31.3,19793.2,42083.0,19.71,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Mercer,2022-02-22,16.0,17.3,23114.0,109424.0,14.6,15.8,21123.3,42085.0,9.73,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Mifflin,2022-02-22,13.0,11.6,12146.0,46138.0,28.2,25.1,26325.4,42087.0,12.93,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Monroe,2022-02-22,10.0,22.9,36570.0,170271.0,5.9,13.4,21477.5,42089.0,10.23,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Montgomery,2022-02-22,74.0,149.4,149422.0,830915.0,8.9,18.0,17982.8,42091.0,6.33,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Montour,2022-02-22,8.0,6.6,4444.0,18230.0,43.9,36.0,24377.4,42093.0,13.75,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Northampton,2022-02-22,40.0,45.0,78651.0,305285.0,13.1,14.7,25763.1,42095.0,7.44,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Northumberland,2022-02-22,24.0,21.1,22572.0,90843.0,26.4,23.3,24847.3,42097.0,9.43,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Perry,2022-02-22,4.0,7.0,8747.0,46272.0,8.6,15.1,18903.4,42099.0,12.92,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Philadelphia,2022-02-22,169.0,126.3,304057.0,1584064.0,10.7,8.0,19194.7,42101.0,4.1,substantial,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Pike,2022-02-22,26.0,18.4,9825.0,55809.0,46.6,33.0,17604.7,42103.0,13.36,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Potter,2022-02-22,3.0,2.9,3098.0,16526.0,18.2,17.3,18746.2,42105.0,11.11,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Schuylkill,2022-02-22,35.0,28.1,34019.0,141359.0,24.8,19.9,24065.7,42107.0,9.69,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Snyder,2022-02-22,6.0,5.7,8003.0,40372.0,14.9,14.2,19823.1,42109.0,8.21,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Somerset,2022-02-22,18.0,17.0,18523.0,73447.0,24.5,23.1,25219.5,42111.0,6.38,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Sullivan,2022-02-22,0.0,0.3,1040.0,6066.0,0.0,4.7,17144.7,42113.0,1.74,substantial,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Susquehanna,2022-02-22,15.0,9.4,7577.0,40328.0,37.2,23.4,18788.4,42115.0,9.71,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Tioga,2022-02-22,14.0,8.1,7831.0,40591.0,34.5,20.1,19292.5,42117.0,10.71,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Union,2022-02-22,16.0,12.1,11500.0,44923.0,35.6,27.0,25599.4,42119.0,10.6,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Venango,2022-02-22,15.0,11.0,11142.0,50668.0,29.6,21.7,21990.2,42121.0,8.88,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Warren,2022-02-22,30.0,9.7,7190.0,39191.0,76.5,24.8,18346.0,42123.0,8.84,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Washington,2022-02-22,45.0,55.4,50180.0,206865.0,21.8,26.8,24257.4,42125.0,12.48,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Wayne,2022-02-22,16.0,13.6,9938.0,51361.0,31.2,26.4,19349.3,42127.0,10.0,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Westmoreland,2022-02-22,62.0,81.3,78728.0,348899.0,17.8,23.3,22564.7,42129.0,12.16,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Wyoming,2022-02-22,4.0,8.3,5002.0,26794.0,14.9,30.9,18668.4,42131.0,13.98,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
York,2022-02-22,63.0,83.7,117365.0,449058.0,14.0,18.6,26135.8,42133.0,10.01,high,28685125,21998982,10636984,83.1,8545340,66.8,3495985.0,40.9
Adams,2021-10-10,34.0,40.9,12604.0,103009.0,33.0,39.7,12235.8,42001.0,15.04,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Allegheny,2021-10-10,236.0,404.6,126365.0,1216045.0,19.4,33.3,10391.5,42003.0,6.73,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Armstrong,2021-10-10,25.0,52.4,8267.0,64735.0,38.6,81.0,12770.5,42005.0,22.44,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Beaver,2021-10-10,72.0,96.6,20814.0,163929.0,43.9,58.9,12697.0,42007.0,9.45,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Bedford,2021-10-10,8.0,30.0,6403.0,47888.0,16.7,62.6,13370.8,42009.0,16.16,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Berks,2021-10-10,114.0,138.7,56872.0,421164.0,27.1,32.9,13503.5,42011.0,9.73,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Blair,2021-10-10,40.0,61.9,16360.0,121829.0,32.8,50.8,13428.7,42013.0,10.97,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Bradford,2021-10-10,10.0,30.3,7315.0,60323.0,16.6,50.2,12126.4,42015.0,14.86,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Bucks,2021-10-10,103.0,171.4,71350.0,628270.0,16.4,27.3,11356.6,42017.0,6.39,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Butler,2021-10-10,56.0,109.7,23899.0,187853.0,29.8,58.4,12722.2,42019.0,12.38,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Cambria,2021-10-10,31.0,77.1,18398.0,130192.0,23.8,59.3,14131.4,42021.0,8.15,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Cameron,2021-10-10,4.0,4.0,454.0,4447.0,89.9,89.9,10209.1,42023.0,16.67,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Carbon,2021-10-10,17.0,40.6,8370.0,64182.0,26.5,63.2,13041.0,42025.0,12.4,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Centre,2021-10-10,12.0,51.7,20291.0,162385.0,7.4,31.8,12495.6,42027.0,7.57,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Chester,2021-10-10,85.0,121.4,49221.0,524989.0,16.2,23.1,9375.6,42029.0,5.92,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Clarion,2021-10-10,12.0,29.7,4398.0,38438.0,31.2,77.3,11441.8,42031.0,14.97,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Clearfield,2021-10-10,32.0,41.7,10675.0,79255.0,40.4,52.6,13469.2,42033.0,7.22,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Clinton,2021-10-10,6.0,20.9,4629.0,38632.0,15.5,54.0,11982.3,42035.0,10.21,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Columbia,2021-10-10,14.0,31.1,7401.0,64964.0,21.6,47.9,11392.5,42037.0,13.65,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Crawford,2021-10-10,32.0,57.6,10253.0,84629.0,37.8,68.0,12115.2,42039.0,26.11,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Cumberland,2021-10-10,62.0,115.4,26945.0,253370.0,24.5,45.6,10634.6,42041.0,10.96,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Dauphin,2021-10-10,58.0,116.0,33471.0,278299.0,20.8,41.7,12027.0,42043.0,13.71,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Delaware,2021-10-10,57.0,118.9,60869.0,566747.0,10.1,21.0,10740.1,42045.0,4.47,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Elk,2021-10-10,17.0,22.1,3880.0,29910.0,56.8,74.0,12972.3,42047.0,17.29,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Erie,2021-10-10,83.0,142.3,27352.0,269728.0,30.8,52.8,10140.6,42049.0,12.46,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Fayette,2021-10-10,33.0,75.9,16756.0,129274.0,25.5,58.7,12961.6,42051.0,12.31,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Forest,2021-10-10,1.0,1.4,1551.0,7247.0,13.8,19.7,21402.0,42053.0,3.51,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Franklin,2021-10-10,27.0,84.9,20863.0,155027.0,17.4,54.7,13457.7,42055.0,18.16,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Fulton,2021-10-10,5.0,11.0,2077.0,14530.0,34.4,75.7,14294.6,42057.0,6.26,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Greene,2021-10-10,8.0,17.7,4490.0,36233.0,22.1,48.9,12392.0,42059.0,7.17,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Huntingdon,2021-10-10,17.0,30.9,6615.0,45144.0,37.7,68.4,14653.1,42061.0,9.84,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Indiana,2021-10-10,22.0,34.4,8461.0,84073.0,26.2,41.0,10063.9,42063.0,7.44,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Jefferson,2021-10-10,13.0,31.3,4548.0,43425.0,29.9,72.0,10473.2,42065.0,18.88,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Juniata,2021-10-10,2.0,11.0,2772.0,24763.0,8.1,44.4,11194.1,42067.0,11.29,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Lackawanna,2021-10-10,31.0,61.0,22069.0,209674.0,14.8,29.1,10525.4,42069.0,7.83,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Lancaster,2021-10-10,102.0,227.0,68762.0,545724.0,18.7,41.6,12600.1,42071.0,13.28,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Lawrence,2021-10-10,32.0,44.3,10298.0,85512.0,37.4,51.8,12042.8,42073.0,13.63,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Lebanon,2021-10-10,29.0,65.7,19954.0,141793.0,20.5,46.3,14072.6,42075.0,16.42,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Lehigh,2021-10-10,56.0,98.4,47451.0,369318.0,15.2,26.7,12848.3,42077.0,7.92,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Luzerne,2021-10-10,79.0,141.0,39125.0,317417.0,24.9,44.4,12326.1,42079.0,11.06,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Lycoming,2021-10-10,41.0,72.1,15448.0,113299.0,36.2,63.7,13634.7,42081.0,15.22,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
McKean,2021-10-10,24.0,28.7,4804.0,40625.0,59.1,70.7,11825.2,42083.0,25.41,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Mercer,2021-10-10,28.0,59.1,12909.0,109424.0,25.6,54.0,11797.2,42085.0,15.4,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Mifflin,2021-10-10,22.0,33.6,6807.0,46138.0,47.7,72.8,14753.6,42087.0,12.66,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Monroe,2021-10-10,28.0,59.7,18942.0,170271.0,16.4,35.1,11124.6,42089.0,10.88,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Montgomery,2021-10-10,145.0,182.9,83135.0,830915.0,17.5,22.0,10005.2,42091.0,5.04,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Montour,2021-10-10,4.0,10.0,2406.0,18230.0,21.9,54.9,13198.0,42093.0,10.02,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Northampton,2021-10-10,56.0,87.4,43514.0,305285.0,18.3,28.6,14253.6,42095.0,8.69,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Northumberland,2021-10-10,35.0,54.9,12171.0,90843.0,38.5,60.4,13397.8,42097.0,15.08,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Perry,2021-10-10,8.0,22.9,5051.0,46272.0,17.3,49.4,10915.9,42099.0,17.05,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Philadelphia,2021-10-10,167.0,346.7,180253.0,1584064.0,10.5,21.9,11379.1,42101.0,4.23,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Pike,2021-10-10,7.0,21.3,5137.0,55809.0,12.5,38.1,9204.6,42103.0,10.89,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Potter,2021-10-10,19.0,19.1,1749.0,16526.0,115.0,115.8,10583.3,42105.0,24.6,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Schuylkill,2021-10-10,37.0,64.7,18297.0,141359.0,26.2,45.8,12943.6,42107.0,12.98,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Snyder,2021-10-10,8.0,15.1,4573.0,40372.0,19.8,37.5,11327.2,42109.0,10.93,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Somerset,2021-10-10,16.0,33.7,10092.0,73447.0,21.8,45.9,13740.5,42111.0,9.27,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Sullivan,2021-10-10,1.0,2.6,565.0,6066.0,16.5,42.4,9314.2,42113.0,8.87,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Susquehanna,2021-10-10,8.0,18.7,3423.0,40328.0,19.8,46.4,8487.9,42115.0,14.43,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Tioga,2021-10-10,8.0,20.1,4239.0,40591.0,19.7,49.6,10443.2,42117.0,12.62,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Union,2021-10-10,19.0,23.3,7105.0,44923.0,42.3,51.8,15816.0,42119.0,11.27,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Venango,2021-10-10,31.0,45.7,5824.0,50668.0,61.2,90.2,11494.4,42121.0,19.15,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Warren,2021-10-10,5.0,23.1,3602.0,39191.0,12.8,59.1,9190.9,42123.0,19.95,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Washington,2021-10-10,72.0,121.3,24186.0,206865.0,34.8,58.6,11691.7,42125.0,11.95,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Wayne,2021-10-10,10.0,27.6,5404.0,51361.0,19.5,53.7,10521.6,42127.0,14.83,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Westmoreland,2021-10-10,63.0,147.0,43031.0,348899.0,18.1,42.1,12333.4,42129.0,10.37,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Wyoming,2021-10-10,5.0,12.1,2627.0,26794.0,18.7,45.3,9804.4,42131.0,15.36,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
York,2021-10-10,206.0,222.3,59466.0,449058.0,45.9,49.5,13242.4,42133.0,15.52,high,19731845,16614317,9489897,74.1,7513444,58.7,0.0,0.0
Adams,2022-04-03,2.0,5.6,24709.0,103009.0,1.9,5.4,23987.2,42001.0,1.91,moderate,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
Allegheny,2022-04-03,41.0,57.9,263375.0,1216045.0,3.4,4.8,21658.3,42003.0,3.63,moderate,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
Armstrong,2022-04-03,1.0,2.3,15237.0,64735.0,1.5,3.5,23537.5,42005.0,4.83,moderate,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
Beaver,2022-04-03,3.0,4.3,40094.0,163929.0,1.8,2.6,24458.1,42007.0,2.14,moderate,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
Bedford,2022-04-03,1.0,1.7,10966.0,47888.0,2.1,3.6,22899.3,42009.0,4.64,moderate,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
Berks,2022-04-03,4.0,10.4,102157.0,421164.0,0.9,2.5,24255.9,42011.0,2.09,moderate,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
Blair,2022-04-03,2.0,3.9,29618.0,121829.0,1.6,3.2,24311.1,42013.0,1.89,moderate,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
Bradford,2022-04-03,8.0,11.3,15121.0,60323.0,13.3,18.7,25066.7,42015.0,3.38,high,29582725,22381132,10763593,84.1,8657937,67.6,3628486.0,41.9
