Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,FIPS,percent_test_results_reported_positive_last_7_days,community_transmission_level,Distributed,Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
Jefferson,2022-01-16,25.0,58.6,7626.0,43425.0,57.6,134.9,17561.3,42065.0,28.55,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Juniata,2022-01-16,6.0,21.6,4162.0,24763.0,24.2,87.1,16807.3,42067.0,20.88,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Lackawanna,2022-01-16,219.0,472.1,36879.0,209674.0,104.4,225.2,17588.7,42069.0,28.82,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Lancaster,2022-01-16,511.0,1008.7,109284.0,545724.0,93.6,184.8,20025.5,42071.0,37.64,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Lawrence,2022-01-16,72.0,154.7,16942.0,85512.0,84.2,180.9,19812.4,42073.0,29.87,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Lebanon,2022-01-16,236.0,318.6,32999.0,141793.0,166.4,224.7,23272.7,42075.0,39.36,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Lehigh,2022-01-16,354.0,1037.6,82491.0,369318.0,95.9,280.9,22336.0,42077.0,46.92,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Luzerne,2022-01-16,320.0,715.0,65164.0,317417.0,100.8,225.3,20529.5,42079.0,36.34,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Lycoming,2022-01-16,106.0,222.3,24765.0,113299.0,93.6,196.2,21858.1,42081.0,28.82,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
McKean,2022-01-16,39.0,54.1,7040.0,40625.0,96.0,133.3,17329.2,42083.0,38.64,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Mercer,2022-01-16,113.0,193.9,21082.0,109424.0,103.3,177.2,19266.3,42085.0,30.95,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Mifflin,2022-01-16,34.0,72.9,10310.0,46138.0,73.7,157.9,22346.0,42087.0,25.95,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Monroe,2022-01-16,161.0,426.7,33703.0,170271.0,94.6,250.6,19793.7,42089.0,46.64,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Montgomery,2022-01-16,924.0,1400.3,135749.0,830915.0,111.2,168.5,16337.3,42091.0,28.32,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Montour,2022-01-16,14.0,37.0,3832.0,18230.0,76.8,203.0,21020.3,42093.0,29.67,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Northampton,2022-01-16,339.0,810.0,73091.0,305285.0,111.0,265.3,23941.9,42095.0,42.76,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Northumberland,2022-01-16,72.0,179.3,19667.0,90843.0,79.3,197.4,21649.4,42097.0,32.91,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Perry,2022-01-16,53.0,61.0,7711.0,46272.0,114.5,131.8,16664.5,42099.0,37.03,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Philadelphia,2022-01-16,0.0,2761.6,281896.0,1584064.0,0.0,174.3,17795.7,42101.0,30.8,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Pike,2022-01-16,35.0,92.7,8767.0,55809.0,62.7,166.1,15708.9,42103.0,36.91,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Potter,2022-01-16,4.0,15.7,2767.0,16526.0,24.2,95.1,16743.3,42105.0,27.2,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Schuylkill,2022-01-16,112.0,284.7,30317.0,141359.0,79.2,201.4,21446.8,42107.0,40.45,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Snyder,2022-01-16,18.0,48.9,7001.0,40372.0,44.6,121.0,17341.2,42109.0,24.25,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Somerset,2022-01-16,181.0,163.4,16083.0,73447.0,246.4,222.5,21897.4,42111.0,21.6,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Sullivan,2022-01-16,1.0,10.0,923.0,6066.0,16.5,164.9,15216.0,42113.0,13.35,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Susquehanna,2022-01-16,14.0,56.4,6763.0,40328.0,34.7,139.9,16770.0,42115.0,33.98,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Tioga,2022-01-16,11.0,55.4,6966.0,40591.0,27.1,136.6,17161.4,42117.0,23.99,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Union,2022-01-16,20.0,74.4,10018.0,44923.0,44.5,165.7,22300.4,42119.0,22.91,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Venango,2022-01-16,73.0,76.7,9954.0,50668.0,144.1,151.4,19645.5,42121.0,30.19,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Warren,2022-01-16,20.0,50.3,6278.0,39191.0,51.0,128.3,16019.0,42123.0,25.8,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Washington,2022-01-16,232.0,534.1,43895.0,206865.0,112.2,258.2,21219.2,42125.0,34.88,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Wayne,2022-01-16,34.0,77.0,8917.0,51361.0,66.2,149.9,17361.4,42127.0,27.45,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Westmoreland,2022-01-16,275.0,691.9,69252.0,348899.0,78.8,198.3,19848.7,42129.0,30.26,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Wyoming,2022-01-16,16.0,39.7,4446.0,26794.0,59.7,148.2,16593.3,42131.0,34.44,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
York,2022-01-16,1106.0,1158.6,105291.0,449058.0,246.3,258.0,23447.1,42133.0,37.58,high,27157955,20932334,10308060,80.5,8310434,64.9,2991582.0,36.0
Adams,2022-04-07,5.0,7.3,24744.0,103009.0,4.9,7.1,24021.2,42001.0,3.07,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Allegheny,2022-04-07,161.0,81.6,263777.0,1216045.0,13.2,6.7,21691.4,42003.0,3.31,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Armstrong,2022-04-07,4.0,3.0,15253.0,64735.0,6.2,4.6,23562.2,42005.0,3.66,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Beaver,2022-04-07,8.0,6.3,40126.0,163929.0,4.9,3.8,24477.7,42007.0,2.37,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Bedford,2022-04-07,0.0,0.4,10967.0,47888.0,0.0,0.9,22901.4,42009.0,3.14,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Berks,2022-04-07,20.0,16.1,102248.0,421164.0,4.7,3.8,24277.5,42011.0,2.79,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Blair,2022-04-07,8.0,5.4,29646.0,121829.0,6.6,4.5,24334.1,42013.0,1.68,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Bradford,2022-04-07,17.0,13.7,15178.0,60323.0,28.2,22.7,25161.2,42015.0,4.29,high,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Bucks,2022-04-07,45.0,42.7,123226.0,628270.0,7.2,6.8,19613.5,42017.0,2.72,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Butler,2022-04-07,11.0,7.4,44432.0,187853.0,5.9,4.0,23652.5,42019.0,4.01,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Cambria,2022-04-07,4.0,3.9,34560.0,130192.0,3.1,3.0,26545.4,42021.0,1.14,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Cameron,2022-04-07,0.0,0.0,814.0,4447.0,0.0,0.0,18304.5,42023.0,0.0,low,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Carbon,2022-04-07,6.0,4.7,15883.0,64182.0,9.3,7.3,24746.8,42025.0,4.13,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Centre,2022-04-07,14.0,11.1,35169.0,162385.0,8.6,6.9,21657.8,42027.0,4.06,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Chester,2022-04-07,66.0,43.1,91823.0,524989.0,12.6,8.2,17490.5,42029.0,4.27,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Clarion,2022-04-07,2.0,1.3,8229.0,38438.0,5.2,3.3,21408.5,42031.0,2.1,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Clearfield,2022-04-07,5.0,2.3,19277.0,79255.0,6.3,2.9,24322.8,42033.0,2.19,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Clinton,2022-04-07,0.0,0.9,9034.0,38632.0,0.0,2.2,23384.8,42035.0,0.43,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Columbia,2022-04-07,9.0,4.9,15061.0,64964.0,13.9,7.5,23183.6,42037.0,3.49,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Crawford,2022-04-07,2.0,2.6,19763.0,84629.0,2.4,3.0,23352.5,42039.0,5.16,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Cumberland,2022-04-07,14.0,10.0,50919.0,253370.0,5.5,3.9,20096.7,42041.0,2.85,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Dauphin,2022-04-07,3.0,6.6,59051.0,278299.0,1.1,2.4,21218.5,42043.0,2.1,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Delaware,2022-04-07,57.0,40.0,110041.0,566747.0,10.1,7.1,19416.2,42045.0,3.48,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Elk,2022-04-07,0.0,0.6,7131.0,29910.0,0.0,1.9,23841.5,42047.0,1.63,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Erie,2022-04-07,24.0,16.0,57097.0,269728.0,8.9,5.9,21168.4,42049.0,3.76,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Fayette,2022-04-07,4.0,4.7,31026.0,129274.0,3.1,3.6,24000.2,42051.0,2.72,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Forest,2022-04-07,0.0,0.1,2240.0,7247.0,0.0,2.0,30909.3,42053.0,0.0,low,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Franklin,2022-04-07,8.0,5.9,40310.0,155027.0,5.2,3.8,26001.9,42055.0,2.27,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Fulton,2022-04-07,0.0,0.1,4122.0,14530.0,0.0,1.0,28368.9,42057.0,1.11,low,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Greene,2022-04-07,4.0,1.1,8454.0,36233.0,11.0,3.2,23332.3,42059.0,1.4,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Huntingdon,2022-04-07,0.0,1.6,11496.0,45144.0,0.0,3.5,25465.2,42061.0,2.67,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Indiana,2022-04-07,2.0,2.6,17403.0,84073.0,2.4,3.1,20699.9,42063.0,2.56,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Jefferson,2022-04-07,1.0,1.3,9004.0,43425.0,2.3,3.0,20734.6,42065.0,4.75,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Juniata,2022-04-07,0.0,0.3,4765.0,24763.0,0.0,1.2,19242.4,42067.0,0.53,low,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Lackawanna,2022-04-07,22.0,16.6,43481.0,209674.0,10.5,7.9,20737.4,42069.0,3.85,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Lancaster,2022-04-07,42.0,23.4,120937.0,545724.0,7.7,4.3,22160.8,42071.0,2.36,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Lawrence,2022-04-07,3.0,2.4,18939.0,85512.0,3.5,2.8,22147.8,42073.0,1.99,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Lebanon,2022-04-07,8.0,5.0,36544.0,141793.0,5.6,3.5,25772.8,42075.0,2.35,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Lehigh,2022-04-07,43.0,25.9,89461.0,369318.0,11.6,7.0,24223.3,42077.0,4.68,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Luzerne,2022-04-07,20.0,12.4,73468.0,317417.0,6.3,3.9,23145.6,42079.0,2.52,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Lycoming,2022-04-07,8.0,4.6,28411.0,113299.0,7.1,4.0,25076.1,42081.0,1.82,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
McKean,2022-04-07,2.0,3.3,8193.0,40625.0,4.9,8.1,20167.4,42083.0,2.11,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Mercer,2022-04-07,1.0,3.3,23308.0,109424.0,0.9,3.0,21300.6,42085.0,2.45,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Mifflin,2022-04-07,3.0,1.7,12269.0,46138.0,6.5,3.7,26592.0,42087.0,2.17,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Monroe,2022-04-07,12.0,11.9,36988.0,170271.0,7.0,7.0,21723.0,42089.0,3.92,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Montgomery,2022-04-07,86.0,75.6,152604.0,830915.0,10.4,9.1,18365.8,42091.0,5.08,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Montour,2022-04-07,1.0,1.6,4520.0,18230.0,5.5,8.6,24794.3,42093.0,4.76,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Northampton,2022-04-07,30.0,23.6,79558.0,305285.0,9.8,7.7,26060.2,42095.0,4.1,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Northumberland,2022-04-07,4.0,3.9,22816.0,90843.0,4.4,4.2,25115.9,42097.0,2.11,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Perry,2022-04-07,2.0,1.1,8827.0,46272.0,4.3,2.5,19076.3,42099.0,2.65,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Philadelphia,2022-04-07,223.0,152.7,309262.0,1584064.0,14.1,9.6,19523.3,42101.0,3.68,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Pike,2022-04-07,8.0,11.6,10184.0,55809.0,14.3,20.7,18248.0,42103.0,3.15,high,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Potter,2022-04-07,1.0,1.9,3188.0,16526.0,6.1,11.2,19290.8,42105.0,5.56,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Schuylkill,2022-04-07,6.0,4.4,34413.0,141359.0,4.2,3.1,24344.4,42107.0,3.1,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Snyder,2022-04-07,1.0,0.4,8098.0,40372.0,2.5,1.1,20058.5,42109.0,1.51,low,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Somerset,2022-04-07,4.0,2.4,18703.0,73447.0,5.4,3.3,25464.6,42111.0,2.09,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Sullivan,2022-04-07,0.0,0.3,1050.0,6066.0,0.0,4.7,17309.6,42113.0,1.75,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Susquehanna,2022-04-07,9.0,7.0,7818.0,40328.0,22.3,17.4,19386.0,42115.0,3.5,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Tioga,2022-04-07,3.0,2.4,8014.0,40591.0,7.4,6.0,19743.3,42117.0,4.19,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Union,2022-04-07,1.0,0.6,11683.0,44923.0,2.2,1.3,26006.7,42119.0,1.01,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Venango,2022-04-07,2.0,1.4,11242.0,50668.0,3.9,2.8,22187.6,42121.0,1.18,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Warren,2022-04-07,1.0,1.9,7336.0,39191.0,2.6,4.7,18718.6,42123.0,1.55,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Washington,2022-04-07,14.0,9.9,50821.0,206865.0,6.8,4.8,24567.2,42125.0,3.75,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Wayne,2022-04-07,6.0,3.9,10136.0,51361.0,11.7,7.5,19734.8,42127.0,2.32,substantial,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Westmoreland,2022-04-07,26.0,17.0,79702.0,348899.0,7.5,4.9,22843.9,42129.0,3.21,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Wyoming,2022-04-07,1.0,1.1,5074.0,26794.0,3.7,4.3,18937.1,42131.0,3.91,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
York,2022-04-07,30.0,19.7,118575.0,449058.0,6.7,4.4,26405.3,42133.0,2.36,moderate,29708725,22446301,10782644,84.2,8678318,67.8,3648557.0,42.0
Adams,2022-03-15,9.0,3.7,24638.0,103009.0,8.7,3.6,23918.3,42001.0,2.79,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Allegheny,2022-03-15,53.0,74.1,262155.0,1216045.0,4.4,6.1,21558.0,42003.0,4.32,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Armstrong,2022-03-15,5.0,3.6,15189.0,64735.0,7.7,5.5,23463.4,42005.0,5.3,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Beaver,2022-03-15,6.0,9.6,39976.0,163929.0,3.7,5.8,24386.2,42007.0,4.57,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Bedford,2022-03-15,5.0,3.7,10937.0,47888.0,10.4,7.8,22838.7,42009.0,8.33,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Berks,2022-03-15,17.0,15.1,101906.0,421164.0,4.0,3.6,24196.3,42011.0,3.06,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Blair,2022-03-15,7.0,8.9,29546.0,121829.0,5.7,7.3,24252.0,42013.0,3.68,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Bradford,2022-03-15,13.0,7.3,14963.0,60323.0,21.6,12.1,24804.8,42015.0,5.12,high,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Bucks,2022-03-15,48.0,42.7,122421.0,628270.0,7.6,6.8,19485.4,42017.0,2.67,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Butler,2022-03-15,3.0,11.7,44253.0,187853.0,1.6,6.2,23557.2,42019.0,4.04,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Cambria,2022-03-15,7.0,9.0,34433.0,130192.0,5.4,6.9,26447.9,42021.0,3.16,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Cameron,2022-03-15,1.0,0.1,814.0,4447.0,22.5,3.2,18304.5,42023.0,0.0,low,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Carbon,2022-03-15,4.0,2.3,15787.0,64182.0,6.2,3.6,24597.2,42025.0,2.62,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Centre,2022-03-15,13.0,11.0,34944.0,162385.0,8.0,6.8,21519.2,42027.0,2.34,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Chester,2022-03-15,27.0,25.4,91052.0,524989.0,5.1,4.8,17343.6,42029.0,3.72,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Clarion,2022-03-15,0.0,2.3,8198.0,38438.0,0.0,5.9,21327.9,42031.0,7.36,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Clearfield,2022-03-15,5.0,6.7,19184.0,79255.0,6.3,8.5,24205.4,42033.0,3.48,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Clinton,2022-03-15,3.0,2.0,9011.0,38632.0,7.8,5.2,23325.2,42035.0,1.81,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Columbia,2022-03-15,4.0,4.9,14985.0,64964.0,6.2,7.5,23066.6,42037.0,7.12,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Crawford,2022-03-15,4.0,3.6,19708.0,84629.0,4.7,4.2,23287.5,42039.0,5.95,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Cumberland,2022-03-15,11.0,11.6,50718.0,253370.0,4.3,4.6,20017.4,42041.0,4.25,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Dauphin,2022-03-15,8.0,11.6,58909.0,278299.0,2.9,4.2,21167.5,42043.0,4.65,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Delaware,2022-03-15,42.0,30.1,109279.0,566747.0,7.4,5.3,19281.8,42045.0,2.44,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Elk,2022-03-15,1.0,2.1,7102.0,29910.0,3.3,7.2,23744.6,42047.0,5.49,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Erie,2022-03-15,16.0,19.6,56813.0,269728.0,5.9,7.3,21063.1,42049.0,5.39,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Fayette,2022-03-15,7.0,13.0,30876.0,129274.0,5.4,10.1,23884.2,42051.0,4.68,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Forest,2022-03-15,1.0,0.4,2237.0,7247.0,13.8,5.9,30867.9,42053.0,2.3,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Franklin,2022-03-15,8.0,7.7,40197.0,155027.0,5.2,5.0,25929.0,42055.0,2.73,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Fulton,2022-03-15,1.0,1.7,4107.0,14530.0,6.9,11.8,28265.7,42057.0,6.19,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Greene,2022-03-15,1.0,4.0,8406.0,36233.0,2.8,11.0,23199.8,42059.0,4.56,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Huntingdon,2022-03-15,3.0,2.9,11463.0,45144.0,6.6,6.3,25392.1,42061.0,1.37,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Indiana,2022-03-15,8.0,7.7,17335.0,84073.0,9.5,9.2,20619.0,42063.0,4.58,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Jefferson,2022-03-15,9.0,5.6,8957.0,43425.0,20.7,12.8,20626.4,42065.0,6.25,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Juniata,2022-03-15,2.0,0.9,4757.0,24763.0,8.1,3.5,19210.1,42067.0,3.06,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Lackawanna,2022-03-15,9.0,15.3,43130.0,209674.0,4.3,7.3,20570.0,42069.0,5.55,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Lancaster,2022-03-15,23.0,20.3,120505.0,545724.0,4.2,3.7,22081.7,42071.0,3.26,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Lawrence,2022-03-15,2.0,4.1,18832.0,85512.0,2.3,4.8,22022.6,42073.0,5.99,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Lebanon,2022-03-15,5.0,4.6,36406.0,141793.0,3.5,3.2,25675.5,42075.0,3.32,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Lehigh,2022-03-15,13.0,13.6,89028.0,369318.0,3.5,3.7,24106.1,42077.0,4.1,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Luzerne,2022-03-15,14.0,16.4,73185.0,317417.0,4.4,5.2,23056.4,42079.0,3.3,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Lycoming,2022-03-15,8.0,6.3,28331.0,113299.0,7.1,5.5,25005.5,42081.0,3.7,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
McKean,2022-03-15,3.0,3.3,8137.0,40625.0,7.4,8.1,20029.5,42083.0,5.38,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Mercer,2022-03-15,5.0,4.9,23245.0,109424.0,4.6,4.4,21243.1,42085.0,4.06,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Mifflin,2022-03-15,0.0,2.1,12238.0,46138.0,0.0,4.6,26524.8,42087.0,3.85,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Monroe,2022-03-15,7.0,8.4,36767.0,170271.0,4.1,5.0,21593.2,42089.0,3.1,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Montgomery,2022-03-15,173.0,100.7,151016.0,830915.0,20.8,12.1,18174.7,42091.0,3.19,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Montour,2022-03-15,0.0,1.6,4498.0,18230.0,0.0,8.6,24673.6,42093.0,2.76,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Northampton,2022-03-15,14.0,14.6,79081.0,305285.0,4.6,4.8,25904.0,42095.0,3.84,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Northumberland,2022-03-15,5.0,4.3,22731.0,90843.0,5.5,4.7,25022.3,42097.0,3.1,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Perry,2022-03-15,1.0,1.6,8807.0,46272.0,2.2,3.4,19033.1,42099.0,4.92,moderate,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Philadelphia,2022-03-15,193.0,97.6,306618.0,1584064.0,12.2,6.2,19356.4,42101.0,2.1,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
Pike,2022-03-15,4.0,6.6,9983.0,55809.0,7.2,11.8,17887.8,42103.0,2.09,substantial,29080825,22234754,10714651,83.7,8619198,67.3,3576719.0,41.5
